"4862","Gethu","2016","N/A","13 Jan 2016","145 min","Action, Thriller","Thirukumaran","Thirukumaran","Udhayanidhi Stalin, Satyaraj, Amy Jackson, Vikranth","A sniper assassin's mission creates dire consequences for a librarian's family.","N/A","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZGIyYTMzN2ItNzRjNi00ZWYwLThkMDMtNTk5YTg2M2QxNTEzXkEyXkFqcGdeQXVyMjMwODI3NDE@._V1_SX300.jpg","N/A","3.7","258","tt5332522","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4863","Amor em Sampa","2016","N/A","25 Feb 2016","N/A","Musical","Carlos Alberto Riccelli, Kim Riccelli","Bruna Lombardi","Bruna Lombardi, Eduardo Moscovis, Rodrigo Lombardi, Mariana Lima","N/A","Portuguese","Brazil","N/A","N/A","N/A","N/A","N/A","tt3411572","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4864","LoveShhuda","2016","N/A","19 Feb 2016","133 min","Comedy, Romance","Vaibhav Misra","Vaibhav Misra (story and screenplay), Abbas Dalal (dialogue), Hussain Dalal (additional dialogue), Vaibhav Misra (screenplay), Harish Dinkar (additional screenplay), Pankaj Matta (additional screenplay)","Kishore Bhatt, Tisca Chopra, Benaf Dadachanji, Farida Dadi","This story is about a man who drinks and wakes up in the morning with a girl whom he does not know. When he gradually starts to fall in love with her, he must choose between love and practicality.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BYzcyMjgzNDYtZmE1NC00MmIwLTg5ZDItYjE4Njk1ZWY1ZmYyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg","N/A","4.6","426","tt5209420","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4","http://www.rottentomatoes.com/m/loveshhuda/","N/A","N/A","Galani Entertainments Limited","N/A","True"
"4865","1982 - A Love Marriage","2016","N/A","26 Feb 2016","N/A","Comedy","N/A","Prashant Gore, Amit Kumar Sharma","Rita Agarwal, Aloksen Gupta, Indira Mansukhani, Sahil Patel","N/A","Hindi","India","N/A","http://ia.media-imdb.com/images/M/MV5BMDY2MDVjM2YtODUxMC00YjZhLTg2NTItYzVkYmIyMzI1YjBmXkEyXkFqcGdeQXVyNjUxMDEzOTM@._V1_SX300.jpg","N/A","N/A","N/A","tt5467702","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/1982_a_love_marriage/","N/A","N/A","N/A","N/A","True"
"4866","Bakery in Brooklyn","2016","N/A","20 Jan 2017","100 min","Comedy, Romance","Gustavo Ron","Gustavo Ron, Francisco Zegers","Aimee Teegarden, Krysta Rodriguez, Griffin Newman, Ernie Sabella","Two cousins, two kind of thinking, and a bakery for saving.","English","Spain, USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5ODQ5MzEyNF5BMl5BanBnXkFtZTgwMDkyNDEwMTI@._V1_SX300.jpg","N/A","4.7","482","tt4065212","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21","1.8","21","http://www.rottentomatoes.com/m/my_bakery_in_brooklyn_2016/","N/A","N/A","N/A","N/A","True"
"4867","Saagasam","2016","N/A","05 Feb 2016","134 min","Action","Arun Raj Varma","Trivikram Srinivas, Thiagarajan","Prashanth, Amanda, Sonu Sood, Abeetha","A carefree young man learns about responsibility when he has to face off against a notorious bank robber in this remake of the Telugu box office smash, Julayi (2012).","Tamil","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BYjkxMWZmYTgtZDNmZS00M2ZhLWJmYzQtOWYwN2Y5YWJjOWFmXkEyXkFqcGdeQXVyMjMwODI3NDE@._V1_SX300.jpg","N/A","4.9","61","tt5438276","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4868","Taking Care of Business","2016","N/A","01 Mar 2016","89 min","Comedy, Crime, Thriller","Simon Pearce","Simon Pearce, Leighton Evans, Simon Pearce, Leighton Evans","Tony Cook, Richard Goss, Danielle Meehan, Zee Filho","Two unassuming drug dealers have a very long day when they accidentally kill a local gangster which starts a domino effect of hilarious accidents, suicides and murders.","English","UK","N/A","N/A","N/A","8.0","8","tt5314780","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4869","30 svidaniy","2016","N/A","04 Feb 2016","N/A","Comedy","Tatyana Kapitan","Irina Gorbenko, Tatyana Kapitan, Dmitriy Osmerkin, Zhana Randina","Dmitriy Bogdan, Pyotr Chernyaev, Nikita Dzhigurda, Darina Griboedova","Unlucky Dasha believes that it will help the online training - for a month visit the 30 dates, and then the man of her dreams will find her.","Russian","Russia","N/A","http://ia.media-imdb.com/images/M/MV5BOWJhMTk1YTgtZGY5OC00ZWMzLWFkMDAtOWQ4NzBhYjU2ZTFkXkEyXkFqcGdeQXVyNjUyODUxNTk@._V1_SX300.jpg","N/A","5.5","84","tt5437194","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4870","Where Thunder Reigns","2016","N/A","31 Jan 2016","N/A","Drama, History","Graham Pitt","Graham Pitt","Martin Challinor, Lauren Falconer, Phil Baker, Jimmy 'The Bee' Bennett","""Where Thunder Reigns"" is a story of love and denial between the poet, Sir Thomas Wyatt and Anne Boleyn, Queen Consort and the second wife of Henry VIII of England. What truth will the ...","English","UK","N/A","http://ia.media-imdb.com/images/M/MV5BMTg4NDM2MDQ1MF5BMl5BanBnXkFtZTgwNzU3MjQ1NzE@._V1_SX300.jpg","N/A","N/A","N/A","tt3914146","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4871","The Reins Maker","2015","N/A","01 Nov 2015","N/A","Drama, Family","Caleb Johnson, Dennis Fitzpatrick","M.T. Arnold (story), M.T. Arnold, Ann Burnworth, Leo Partible (script doctor), E. Carolyn Tucker","Jenn Gotzon, Abby White, Meredith Keller, George Lako","The Reins Maker (TRM) is a Redemptive Family Film by Fire Catcher Productions (FCP). FCP was the Executive Production Company for The Colors of Emily, 2014, which was also written and ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTYxNjY1MjAxMl5BMl5BanBnXkFtZTgwMjQ4MjUzNTE@._V1_SX300.jpg","N/A","N/A","N/A","tt4245622","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4872","Queen of Spades","2016","N/A","N/A","N/A","Thriller","Pavel Lungin","Pavel Lungin (screenplay), Alexander Pushkin (short story), David Seidler (screenplay)","Kseniya Rappoport, Ivan Yankovskiy, Evgeniy Zelenskiy, Igor Mirkurbanov","A man is intrigued by the story of woman who loses everything in a card game and finds a win it all back.","N/A","Russia","N/A","http://ia.media-imdb.com/images/M/MV5BNzJlZmRlYTctNDAwNC00ZGE0LThkZjctOTdmZmVhZmZjNzZkXkEyXkFqcGdeQXVyMTEwNTQxMjQ@._V1_SX300.jpg","N/A","N/A","N/A","tt2231457","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4873","The Famulus Game","2015","N/A","N/A","N/A","Short, Drama","Rob Underhill","Bill Frost","Bill Frost","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt4508864","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4874","The Bronx Bull","2016","R","06 Jan 2017","94 min","Biography, Drama, Sport","Martin Guigui","Rustam Branaman (screenplay), Martin Guigui (screenplay), Chris Anderson (based on the book by), Sharon McGehee (based on the book by), Jake LaMotta (based on the book by)","William Forsythe, Joe Mantegna, Tom Sizemore, Paul Sorvino","Based on the tumultuous real-life experiences of legendary boxing champion Jake LaMotta, THE BRONX BULL chronicles his rise as a world-class boxer and his struggles with life outside of the ring, offering an unflinchingly honest look into the heart of a champion.","N/A","N/A","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MjY3NTE3Ml5BMl5BanBnXkFtZTgwNzc5NDQ4MDI@._V1_SX300.jpg","N/A","5.0","193","tt1148205","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","70","http://www.rottentomatoes.com/m/the_bronx_bull/","06 Jan 2017","N/A","Momentum Pictures","N/A","True"
"4875","Vera","2016","N/A","N/A","88 min","Drama, Thriller","Laurence Vannicelli","Laurence Vannicelli","Jana Stella, Calvin Knie, Michael Dale, Stephen Plunkett","A day in the life of Maia, a former fashion model turned actor, journeying between her repressed memories and reality in the streets of New York City. Vera is a psychological portrait of a generation in the age of terror.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMzdjZmVkZmItN2NiOC00MTkwLTg4YTgtMDM5MWJjMDljODY4XkEyXkFqcGdeQXVyMzg0MTYxMDA@._V1_SX300.jpg","N/A","N/A","N/A","tt5193084","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4876","Butterfly Caught","2016","N/A","03 Jun 2016","N/A","Drama","Manny Rodriguez Jr.","Manny Rodriguez Jr.","Alex Sgambati, Jess Jacobs, Abigail Klein, Johnathon Schaech","Three aspiring young women (Naomi, Joe, and Elsa) set out to break into the acting business. Naomi, the most seasoned of the roommates, is the full package. Joe has the tools and the ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BOTAzMjY3OTAzOF5BMl5BanBnXkFtZTgwNDYyNjU1MzE@._V1_SX300.jpg","N/A","8.7","7","tt4125654","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4877","Exil","2016","N/A","13 May 2016","N/A","N/A","Rithy Panh","N/A","N/A","N/A","French","France","N/A","http://ia.media-imdb.com/images/M/MV5BNGJkNmExN2ItMjQ1Zi00Zjc5LTk0OGEtMGQ5ZGZmOTYzYjUyXkEyXkFqcGdeQXVyMjI4MjkwOA@@._V1_SX300.jpg","N/A","N/A","N/A","tt5701856","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","http://www.rottentomatoes.com/m/exil_2016","N/A","N/A","N/A","N/A","True"
"4878","Remember You","2016","N/A","08 Dec 2016","106 min","Drama, Mystery, Romance","Yoon-Jung Lee","Yoon-Jung Lee","Seong-woo Bae, Young-nam Jang, Yi-jin Jo, Woo-sung Jung","A man calling himself Jin-young walks into a police station to report a missing person: himself. Starting at the end of the story, Jin-young is revealed to be be Suk-won, a lawyer suffering...","Korean","South Korea","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BM2UxZTFkODMtM2YxNC00NTM2LWFiNmUtZTQ5ODkxNWZlZTIyXkEyXkFqcGdeQXVyNTQ0NTUxOTA@._V1_SX300.jpg","N/A","6.7","107","tt5576174","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4879","Guppedantha Prema","2016","N/A","17 Jun 2016","121 min","Drama, Romance","Vinod Lingala","Vinod Lingala (story), Vinod Lingala (screenplay), Vinod Lingala (dialogue), Vanamali (lyricist), Srimani (lyricist)","Sai Ronak, Aditi Singh, Aishwarya, Abhilash","Yuvan (Sai Ronak) is an university student who looses his parents in an accident. He always dreams of a love marriage because his parents also had one. Yuvan befriends Sandy (Aditi Singh) ...","Telugu","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNmRlZjY2MjktZjI1MC00NjQ3LWFkZTYtMDI5MTVjMjliOTk1XkEyXkFqcGdeQXVyNTE0NDY5Njc@._V1_SX300.jpg","N/A","7.1","26","tt5702600","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4880","A Gangster Story","2015","N/A","N/A","60 min","Crime","Nicola Duckworth","Nicola Duckworth","Jason Redshaw, Graham Parrington, Mandy Jane Powell, Lucas Pinder","N/A","English","UK","N/A","N/A","N/A","N/A","N/A","tt4586670","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4881","Kidnapped in Romania","2016","N/A","02 Apr 2016","88 min","Drama","Carlo Fusco","Filippo Luciano Santaniello","Michael Madsen, Andrea Stefancikova, Paul Sorvino, Maia Morgenstern","A couple of Italo-American journalists go missing during their work assignment in Romania.","Romanian, English","Romania, Italy","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMjc3OTE3MF5BMl5BanBnXkFtZTgwMTU0ODUzNzE@._V1_SX300.jpg","N/A","3.5","97","tt3849370","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6","http://www.rottentomatoes.com/m/kidnapped_in_romania/","19 Apr 2016","N/A","N/A","N/A","True"
"4882","Billionaire","2015","N/A","N/A","N/A","N/A","Edgar Honetschläger","N/A","Lavinia Iskandar Salim, Rafaella Biscayn, Dahlia Tequali, Brittany Joan White","N/A","English, Italian","Austria","N/A","N/A","N/A","N/A","N/A","tt4299890","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4883","Fast Convoy","2016","N/A","20 Jan 2016","102 min","Action, Thriller","Frédéric Schoendoerffer","Yann Brion (scenario), Frédéric Schoendoerffer (scenario)","Benoît Magimel, Reem Kherici, Tewfik Jallab, Mahdi Belemlih","A ""go fast"" convoy shipping a ton of cannabis Malaga in southern Spain is disrupted following a shoot out that results in the kidnapping of a tourist.","French","France","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ5YTBjZDEtNWQxYy00NjUzLThlZmEtOWVhY2MzMTllOTNjXkEyXkFqcGdeQXVyNTY0OTgzMzU@._V1_SX300.jpg","N/A","5.4","311","tt4117206","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4884","Breaking Glass","2015","N/A","N/A","N/A","N/A","Zach Laliberte","Zach Laliberte","Ellie Decker, Stephen Hart, Jamie Moore, Aidan Schroeder","Gill, a smart but awkward boy, and Bobby, a thoughtful but tough girl in the midst of an existential crisis, meet when she defends him against a crowd of bullies. Although Bobby assumes ...","English","USA","N/A","N/A","N/A","N/A","N/A","tt4215052","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4885","Thursday the 12th","2016","N/A","21 Oct 2016","N/A","Comedy, Horror","Brad Leo Lyon","Brad Leo Lyon","Jena Sims, Marilyn Ghigliotti, Brad Leo Lyon, Rachel Lynn David","Two failed film school graduates closing in on their 30's, the fearful Seth Franco and the unreliable James Rogen, are stuck working the same jobs they had in high school. Life for these ...","English","USA","N/A","N/A","N/A","N/A","N/A","tt4827738","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4886","Killer Campout","2016","N/A","N/A","N/A","Horror","Brad Twigg","Matt Hill, Brad Twigg (story)","Jesse L. Green","N/A","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BNGQ3NGMyYzUtZWUyNS00ZDBmLWFjOWYtYTAwOTZjZTk1ZjNiXkEyXkFqcGdeQXVyNDM2ODc4NDM@._V1_SX300.jpg","N/A","N/A","N/A","tt5603976","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4887","Sand Trap","2016","N/A","N/A","N/A","Family","John J. Vogel","John J. Vogel","Brian Krause, Rick Ravanello, Tim Abell, Dan Davies","After a PGA Tour player gets suspended from golf he rediscovers his love for the game through a man with special needs while working as a groundskeeper.","N/A","USA","N/A","N/A","N/A","N/A","N/A","tt5086840","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4888","Vineyard","2016","N/A","N/A","N/A","Horror","Matt Eskandari","N/A","N/A","A year after the death of her father, Jana Davies travels to a picturesque vineyard for her sister's wedding. Unknown to them, a malevolent spirit haunts the house that threatens her entire family.","English","Canada","N/A","N/A","N/A","N/A","N/A","tt5156126","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4889","Nessie & Me","2016","N/A","18 Oct 2016","90 min","Adventure, Family","Jim Wynorski","Carl Salminen, Jim Wynorski","Michael Paré, Toni Hudson, Paul Wallace, Shay Dickerhoff","A 10-year-old boy moves to a lakeside town and meets an elderly sailor who claims that the stories of a monster named Nessie in the lake is true. Could the monster hold the key to saving the town from a ruthless businessman?","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BYjNjYTM5NGEtMDM2Ny00OTVlLTg5YzUtN2RlNWIzNmQ1ZDA4XkEyXkFqcGdeQXVyMjMyMTA0MzE@._V1_SX300.jpg","N/A","5.4","36","tt5442626","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2","http://www.rottentomatoes.com/m/nessie_and_me","18 Oct 2016","N/A","N/A","N/A","True"
"4890","Don't Hang Up","2016","N/A","22 Oct 2016","83 min","Horror, Thriller","Damien Macé, Alexis Wajsbrot","Joe Johnson","Sienna Guillory, Garrett Clayton, Gregg Sulkin, Bella Dayne","An evening of drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them...with deadly consequences.","English","UK","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMjA2OTgwN15BMl5BanBnXkFtZTgwMjA4MTE1NzE@._V1_SX300.jpg","N/A","8.1","13","tt3610746","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4891","Fitoor","2016","N/A","12 Feb 2016","131 min","Drama, Romance","Abhishek Kapoor","Charles Dickens (novel), Abhishek Kapoor (screenplay), Supratik Sen (screenplay), Supratik Sen (dialogue)","Aditya Roy Kapoor, Katrina Kaif, Tabu, Rahul Bhat","Modern adaptation of Charles Dickens' Great Expectations; a poor but talented boy falls in love with a girl from an affluent family.","Hindi, Urdu","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BOWVhMjhjZWUtYjNlYS00ZGE3LTg2NTMtM2RhNTE5NGM3YzZmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg","N/A","5.4","2,910","tt4399594","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","45","3.1","313","http://www.rottentomatoes.com/m/fitoor/","N/A","$528,799.00","Disney India","N/A","True"
"4892","Ali and Nino","2016","N/A","06 Oct 2016","100 min","Drama, Romance","Asif Kapadia","Christopher Hampton, Kurban Said (book)","Adam Bakri, María Valverde, Mandy Patinkin, Connie Nielsen","Love story of a Muslim Azerbaijani boy and Christian Georgian girl in Baku from 1918 to 1920.","English, Azerbaijani, Russian","UK","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NzM2MjQyOF5BMl5BanBnXkFtZTgwMzE3OTA1NzE@._V1_SX300.jpg","50","8.6","1,133","tt4072326","movie","33","rotten","6.1","6","2","4","N/A","80","4.2","36","http://www.rottentomatoes.com/m/771436573","N/A","N/A","IFC Films","https://www.facebook.com/aliandninofilm/","True"
"4893","Always Be My Maybe","2016","N/A","24 Feb 2016","112 min","Romance","Dan Villegas","Pertee Briñas, John Christian Nicolas, Patrick John Valencia","Gerald Anderson, Arci Muñoz, Tirso Cruz III, Irma Adlawan","A makeup artist recovering from a breakup reluctantly begins a relationship with a wealthy playboy.","Filipino, English","Philippines","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMmIxZjM4YzMtMTBlMi00ODA1LThmZTktYWRlZjRiMjkzMGUxXkEyXkFqcGdeQXVyNDI2OTM3NjM@._V1_SX300.jpg","N/A","7.3","107","tt5341036","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","69","3.5","42","http://www.rottentomatoes.com/m/always_be_my_maybe/","N/A","N/A","ABS-CBN","N/A","True"
"4894","Dalriata's King","2016","N/A","N/A","N/A","Action, Fantasy","Philip Todd","Matthew Todd, Philip Todd","Jake McGarry, Shona Melrose, Noah Irvine, Laurence Whitley","N/A","English","UK","N/A","N/A","N/A","N/A","N/A","tt5072852","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
